"type","word1","word2","response","catch.trial.string","subj","exposures","coherence","trial"
"cross","pif","jiv",4,"","s0407",56,"onset",14
"within","moke","dex",3,"","s0407",56,"onset",15
"within","thite","wug",1,"","s0407",56,"onset",16
"within","pif","dex",1,"","s0407",56,"onset",17
"within","moke","wug",4,"","s0408",56,"syllables",1
"within","pif","dex",3,"","s0408",56,"syllables",2
"cross","thite","moke",2,"","s0408",56,"syllables",3
"cross","dex","jeev",1,"","s0408",56,"syllables",4
"catch",NA,NA,1,"How much is five minus two?","s0408",56,"syllables",5
"cross","pif","wug",4,"","s0408",56,"syllables",6
"within","jeev","moke",2,"","s0408",56,"syllables",7
"cross","thite","wug",2,"","s0408",56,"syllables",8
"cross","dex","moke",3,"","s0408",56,"syllables",9
"cross","pif","jeev",4,"","s0408",56,"syllables",10
"cross","dex","wug",2,"","s0408",56,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s0408",56,"syllables",12
"cross","thite","jeev",2,"","s0408",56,"syllables",13
"cross","pif","moke",3,"","s0408",56,"syllables",14
"within","dex","thite",2,"","s0408",56,"syllables",15
"within","jeev","wug",2,"","s0408",56,"syllables",16
"within","pif","thite",3,"","s0408",56,"syllables",17
"within","wug","pif",3,"","s0409",126,"1/3",1
"within","thite","dex",2,"","s0409",126,"1/3",2
"cross","jiv","wug",4,"","s0409",126,"1/3",3
"cross","dex","moke",4,"","s0409",126,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s0409",126,"1/3",5
"cross","thite","pif",4,"","s0409",126,"1/3",6
"within","moke","wug",2,"","s0409",126,"1/3",7
"cross","jiv","pif",2,"","s0409",126,"1/3",8
"cross","dex","wug",2,"","s0409",126,"1/3",9
"cross","thite","moke",4,"","s0409",126,"1/3",10
"cross","dex","pif",3,"","s0409",126,"1/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0409",126,"1/3",12
"cross","jiv","moke",2,"","s0409",126,"1/3",13
"cross","thite","wug",3,"","s0409",126,"1/3",14
"within","dex","jiv",3,"","s0409",126,"1/3",15
"within","moke","pif",4,"","s0409",126,"1/3",16
"within","thite","jiv",4,"","s0409",126,"1/3",17
"within","thite","pif",2,"","s0410",126,"semantic.baseline",1
"within","wug","moke",3,"","s0410",126,"semantic.baseline",2
"cross","jiv","thite",2,"","s0410",126,"semantic.baseline",3
"cross","moke","dex",4,"","s0410",126,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s0410",126,"semantic.baseline",5
"cross","wug","pif",3,"","s0410",126,"semantic.baseline",6
"within","dex","thite",2,"","s0410",126,"semantic.baseline",7
"cross","jiv","pif",3,"","s0410",126,"semantic.baseline",8
"cross","moke","thite",4,"","s0410",126,"semantic.baseline",9
"cross","wug","dex",4,"","s0410",126,"semantic.baseline",10
"cross","moke","pif",2,"","s0410",126,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s0410",126,"semantic.baseline",12
"cross","jiv","dex",2,"","s0410",126,"semantic.baseline",13
"cross","wug","thite",3,"","s0410",126,"semantic.baseline",14
"within","moke","jiv",2,"","s0410",126,"semantic.baseline",15
"within","dex","pif",4,"","s0410",126,"semantic.baseline",16
"within","wug","jiv",2,"","s0410",126,"semantic.baseline",17
"within","dex","wug",1,"","s0411",196,"onset",1
"within","pif","moke",1,"","s0411",196,"onset",2
"cross","thite","dex",1,"","s0411",196,"onset",3
"cross","moke","jiv",1,"","s0411",196,"onset",4
"catch",NA,NA,3,"How much is five minus two?","s0411",196,"onset",5
"cross","pif","wug",1,"","s0411",196,"onset",6
"within","jiv","dex",2,"","s0411",196,"onset",7
"cross","thite","wug",2,"","s0411",196,"onset",8
"cross","moke","dex",2,"","s0411",196,"onset",9
"cross","pif","jiv",2,"","s0411",196,"onset",10
"cross","moke","wug",3,"","s0411",196,"onset",11
"catch",NA,NA,1,"How much is one plus zero?","s0411",196,"onset",12
"cross","thite","jiv",3,"","s0411",196,"onset",13
"cross","pif","dex",4,"","s0411",196,"onset",14
"within","moke","thite",2,"","s0411",196,"onset",15
"within","jiv","wug",4,"","s0411",196,"onset",16
"within","pif","thite",4,"","s0411",196,"onset",17
"within","pif","dex",1,"","s0412",126,"rime",1
"within","moke","wug",5,"","s0412",126,"rime",2
"cross","jeev","pif",4,"","s0412",126,"rime",3
"cross","wug","thite",2,"","s0412",126,"rime",4
"catch",NA,NA,2,"How much is five minus two?","s0412",126,"rime",5
"cross","moke","dex",4,"","s0412",126,"rime",6
"within","thite","pif",4,"","s0412",126,"rime",7
"cross","jeev","dex",3,"","s0412",126,"rime",8
"cross","wug","pif",5,"","s0412",126,"rime",9
"cross","moke","thite",2,"","s0412",126,"rime",10
"cross","wug","dex",3,"","s0412",126,"rime",11
"catch",NA,NA,2,"How much is one plus zero?","s0412",126,"rime",12
"cross","jeev","thite",2,"","s0412",126,"rime",13
"cross","moke","pif",2,"","s0412",126,"rime",14
"within","wug","jeev",4,"","s0412",126,"rime",15
"within","thite","dex",4,"","s0412",126,"rime",16
"within","moke","jeev",4,"","s0412",126,"rime",17
"within","thite","pif",5,"","s0413",126,"rime",1
"within","moke","jeev",4,"","s0413",126,"rime",2
"cross","dex","thite",5,"","s0413",126,"rime",3
"cross","jeev","wug",5,"","s0413",126,"rime",4
"catch",NA,NA,3,"How much is five minus two?","s0413",126,"rime",5
"cross","moke","pif",4,"","s0413",126,"rime",6
"within","wug","thite",3,"","s0413",126,"rime",7
"cross","dex","pif",5,"","s0413",126,"rime",8
"cross","jeev","thite",2,"","s0413",126,"rime",9
"cross","moke","wug",5,"","s0413",126,"rime",10
"cross","jeev","pif",4,"","s0413",126,"rime",11
"catch",NA,NA,1,"How much is one plus zero?","s0413",126,"rime",12
"cross","dex","wug",5,"","s0413",126,"rime",13
"cross","moke","thite",5,"","s0413",126,"rime",14
"within","jeev","dex",4,"","s0413",126,"rime",15
"within","wug","pif",5,"","s0413",126,"rime",16
"within","moke","dex",5,"","s0413",126,"rime",17
"within","wug","pif",3,"","s0414",56,"1/3",1
"within","jiv","moke",1,"","s0414",56,"1/3",2
"cross","thite","wug",4,"","s0414",56,"1/3",3
"cross","moke","dex",2,"","s0414",56,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s0414",56,"1/3",5
"cross","jiv","pif",4,"","s0414",56,"1/3",6
"within","dex","wug",2,"","s0414",56,"1/3",7
"cross","thite","pif",5,"","s0414",56,"1/3",8
"cross","moke","wug",2,"","s0414",56,"1/3",9
"cross","jiv","dex",3,"","s0414",56,"1/3",10
"cross","moke","pif",2,"","s0414",56,"1/3",11
"catch",NA,NA,4,"How much is one plus zero?","s0414",56,"1/3",12
"cross","thite","dex",1,"","s0414",56,"1/3",13
"cross","jiv","wug",4,"","s0414",56,"1/3",14
"within","moke","thite",3,"","s0414",56,"1/3",15
"within","dex","pif",2,"","s0414",56,"1/3",16
"within","jiv","thite",4,"","s0414",56,"1/3",17
"within","wug","dex",5,"","s0415",56,"3/3",1
"within","pif","thite",5,"","s0415",56,"3/3",2
"cross","moke","wug",2,"","s0415",56,"3/3",3
"cross","thite","jiv",3,"","s0415",56,"3/3",4
"cross","pif","dex",1,"","s0415",56,"3/3",5
"within","jiv","wug",3,"","s0415",56,"3/3",6
"cross","moke","dex",3,"","s0415",56,"3/3",7
"cross","thite","wug",1,"","s0415",56,"3/3",8
"cross","pif","jiv",2,"","s0415",56,"3/3",9
"cross","thite","dex",2,"","s0415",56,"3/3",10
"cross","moke","jiv",4,"","s0415",56,"3/3",11
"cross","pif","wug",1,"","s0415",56,"3/3",12
"within","thite","moke",4,"","s0415",56,"3/3",13
"within","jiv","dex",3,"","s0415",56,"3/3",14
"within","pif","moke",4,"","s0415",56,"3/3",15
"within","pif","dex",5,"","s0416",392,"3/3",1
"within","thite","wug",5,"","s0416",392,"3/3",2
"cross","moke","pif",1,"","s0416",392,"3/3",3
"cross","wug","jiv",1,"","s0416",392,"3/3",4
"catch",NA,NA,3,"How much is five minus two?","s0416",392,"3/3",5
"cross","thite","dex",1,"","s0416",392,"3/3",6
"within","jiv","pif",5,"","s0416",392,"3/3",7
"cross","moke","dex",1,"","s0416",392,"3/3",8
"cross","wug","pif",1,"","s0416",392,"3/3",9
"cross","thite","jiv",1,"","s0416",392,"3/3",10
"cross","wug","dex",1,"","s0416",392,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0416",392,"3/3",12
"cross","moke","jiv",1,"","s0416",392,"3/3",13
"cross","thite","pif",1,"","s0416",392,"3/3",14
"within","wug","moke",5,"","s0416",392,"3/3",15
"within","jiv","dex",5,"","s0416",392,"3/3",16
"within","thite","moke",5,"","s0416",392,"3/3",17
"within","pif","wug",3,"","s0417",196,"2/3",1
"within","thite","jiv",5,"","s0417",196,"2/3",2
"cross","dex","pif",4,"","s0417",196,"2/3",3
"cross","jiv","moke",3,"","s0417",196,"2/3",4
"catch",NA,NA,3,"How much is five minus two?","s0417",196,"2/3",5
"cross","thite","wug",2,"","s0417",196,"2/3",6
"within","moke","pif",3,"","s0417",196,"2/3",7
"cross","dex","wug",4,"","s0417",196,"2/3",8
"cross","jiv","pif",5,"","s0417",196,"2/3",9
"cross","thite","moke",4,"","s0417",196,"2/3",10
"cross","jiv","wug",5,"","s0417",196,"2/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0417",196,"2/3",12
"cross","dex","moke",2,"","s0417",196,"2/3",13
"cross","thite","pif",3,"","s0417",196,"2/3",14
"within","jiv","dex",3,"","s0417",196,"2/3",15
"within","moke","wug",2,"","s0417",196,"2/3",16
"within","thite","dex",4,"","s0417",196,"2/3",17
"within","thite","dex",5,"","s0418",392,"nonce.connective",1
"within","moke","wug",4,"","s0418",392,"nonce.connective",2
"cross","jeev","thite",1,"","s0418",392,"nonce.connective",3
"cross","wug","pif",1,"","s0418",392,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s0418",392,"nonce.connective",5
"cross","moke","dex",1,"","s0418",392,"nonce.connective",6
"within","pif","thite",3,"","s0418",392,"nonce.connective",7
"cross","jeev","dex",1,"","s0418",392,"nonce.connective",8
"cross","wug","thite",1,"","s0418",392,"nonce.connective",9
"cross","moke","pif",1,"","s0418",392,"nonce.connective",10
"cross","wug","dex",1,"","s0418",392,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s0418",392,"nonce.connective",12
"cross","jeev","pif",1,"","s0418",392,"nonce.connective",13
"cross","moke","thite",1,"","s0418",392,"nonce.connective",14
"within","wug","jeev",5,"","s0418",392,"nonce.connective",15
"within","pif","dex",5,"","s0418",392,"nonce.connective",16
"within","moke","jeev",4,"","s0418",392,"nonce.connective",17
"within","pif","thite",4,"","s0419",196,"onset",1
"within","dex","jiv",2,"","s0419",196,"onset",2
"cross","wug","pif",2,"","s0419",196,"onset",3
"cross","jiv","moke",3,"","s0419",196,"onset",4
"catch",NA,NA,3,"How much is five minus two?","s0419",196,"onset",5
"cross","dex","thite",2,"","s0419",196,"onset",6
"within","moke","pif",5,"","s0419",196,"onset",7
"cross","wug","thite",2,"","s0419",196,"onset",8
"cross","jiv","pif",1,"","s0419",196,"onset",9
"cross","dex","moke",2,"","s0419",196,"onset",10
"cross","jiv","thite",4,"","s0419",196,"onset",11
"catch",NA,NA,1,"How much is one plus zero?","s0419",196,"onset",12
"cross","wug","moke",5,"","s0419",196,"onset",13
"cross","dex","pif",3,"","s0419",196,"onset",14
"within","jiv","wug",2,"","s0419",196,"onset",15
"within","moke","thite",5,"","s0419",196,"onset",16
"within","dex","wug",3,"","s0419",196,"onset",17
"within","moke","pif",1,"","s0420",126,"0/3",1
"within","dex","thite",3,"","s0420",126,"0/3",2
"cross","jiv","moke",4,"","s0420",126,"0/3",3
"cross","thite","wug",2,"","s0420",126,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s0420",126,"0/3",5
"cross","dex","pif",4,"","s0420",126,"0/3",6
"within","wug","moke",3,"","s0420",126,"0/3",7
"cross","jiv","pif",4,"","s0420",126,"0/3",8
"cross","thite","moke",3,"","s0420",126,"0/3",9
"cross","dex","wug",5,"","s0420",126,"0/3",10
"cross","thite","pif",3,"","s0420",126,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0420",126,"0/3",12
"cross","jiv","wug",2,"","s0420",126,"0/3",13
"cross","dex","moke",2,"","s0420",126,"0/3",14
"within","thite","jiv",4,"","s0420",126,"0/3",15
"within","wug","pif",4,"","s0420",126,"0/3",16
"within","dex","jiv",1,"","s0420",126,"0/3",17
"within","pif","thite",1,"","s0421",56,"semantic.baseline",1
"within","moke","wug",2,"","s0421",56,"semantic.baseline",2
"cross","jiv","pif",4,"","s0421",56,"semantic.baseline",3
"cross","wug","dex",3,"","s0421",56,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s0421",56,"semantic.baseline",5
"cross","moke","thite",2,"","s0421",56,"semantic.baseline",6
"within","dex","pif",3,"","s0421",56,"semantic.baseline",7
"cross","jiv","thite",3,"","s0421",56,"semantic.baseline",8
"cross","wug","pif",3,"","s0421",56,"semantic.baseline",9
"cross","moke","dex",2,"","s0421",56,"semantic.baseline",10
"cross","wug","thite",2,"","s0421",56,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s0421",56,"semantic.baseline",12
"cross","jiv","dex",2,"","s0421",56,"semantic.baseline",13
"cross","moke","pif",2,"","s0421",56,"semantic.baseline",14
"within","wug","jiv",2,"","s0421",56,"semantic.baseline",15
"within","dex","thite",4,"","s0421",56,"semantic.baseline",16
"within","moke","jiv",4,"","s0421",56,"semantic.baseline",17
"within","jiv","pif",1,"","s0422",126,"2/3",1
"within","moke","wug",3,"","s0422",126,"2/3",2
"cross","thite","jiv",1,"","s0422",126,"2/3",3
"cross","wug","dex",2,"","s0422",126,"2/3",4
"catch",NA,NA,3,"How much is five minus two?","s0422",126,"2/3",5
"cross","moke","pif",2,"","s0422",126,"2/3",6
"within","dex","jiv",4,"","s0422",126,"2/3",7
"cross","thite","pif",2,"","s0422",126,"2/3",8
"cross","wug","jiv",1,"","s0422",126,"2/3",9
"cross","moke","dex",4,"","s0422",126,"2/3",10
"cross","wug","pif",3,"","s0422",126,"2/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0422",126,"2/3",12
"cross","thite","dex",2,"","s0422",126,"2/3",13
"cross","moke","jiv",3,"","s0422",126,"2/3",14
"within","wug","thite",4,"","s0422",126,"2/3",15
"within","dex","pif",2,"","s0422",126,"2/3",16
"within","moke","thite",2,"","s0422",126,"2/3",17
"within","jeev","wug",4,"","s0423",56,"3/3",1
"within","dex","moke",5,"","s0423",56,"3/3",2
"cross","pif","jeev",5,"","s0423",56,"3/3",3
"cross","moke","thite",2,"","s0423",56,"3/3",4
"catch",NA,NA,3,"How much is five minus two?","s0423",56,"3/3",5
"cross","dex","wug",1,"","s0423",56,"3/3",6
"within","thite","jeev",4,"","s0423",56,"3/3",7
"cross","pif","wug",5,"","s0423",56,"3/3",8
"cross","moke","jeev",5,"","s0423",56,"3/3",9
"cross","dex","thite",2,"","s0423",56,"3/3",10
"cross","moke","wug",1,"","s0423",56,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0423",56,"3/3",12
"cross","pif","thite",4,"","s0423",56,"3/3",13
"cross","dex","jeev",1,"","s0423",56,"3/3",14
"within","moke","pif",1,"","s0423",56,"3/3",15
"within","thite","wug",2,"","s0423",56,"3/3",16
"within","dex","pif",1,"","s0423",56,"3/3",17
"within","wug","moke",2,"","s0424",196,"0/3",1
"within","dex","jiv",3,"","s0424",196,"0/3",2
"cross","thite","wug",2,"","s0424",196,"0/3",3
"cross","jiv","pif",5,"","s0424",196,"0/3",4
"cross","dex","moke",1,"","s0424",196,"0/3",5
"within","pif","wug",3,"","s0424",196,"0/3",6
"cross","thite","moke",3,"","s0424",196,"0/3",7
"cross","jiv","wug",4,"","s0424",196,"0/3",8
"cross","dex","pif",4,"","s0424",196,"0/3",9
"cross","jiv","moke",4,"","s0424",196,"0/3",10
"cross","thite","pif",3,"","s0424",196,"0/3",11
"cross","dex","wug",4,"","s0424",196,"0/3",12
"within","jiv","thite",2,"","s0424",196,"0/3",13
"within","pif","moke",2,"","s0424",196,"0/3",14
"within","dex","thite",3,"","s0424",196,"0/3",15
"within","dex","moke",2,"","s0425",56,"syllables",1
"within","wug","pif",4,"","s0425",56,"syllables",2
"cross","thite","dex",4,"","s0425",56,"syllables",3
"cross","pif","jeev",1,"","s0425",56,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s0425",56,"syllables",5
"cross","wug","moke",5,"","s0425",56,"syllables",6
"within","jeev","dex",3,"","s0425",56,"syllables",7
"cross","thite","moke",4,"","s0425",56,"syllables",8
"cross","pif","dex",4,"","s0425",56,"syllables",9
"cross","wug","jeev",2,"","s0425",56,"syllables",10
"cross","pif","moke",5,"","s0425",56,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s0425",56,"syllables",12
"cross","thite","jeev",3,"","s0425",56,"syllables",13
"cross","wug","dex",5,"","s0425",56,"syllables",14
"within","pif","thite",4,"","s0425",56,"syllables",15
"within","jeev","moke",2,"","s0425",56,"syllables",16
"within","wug","thite",4,"","s0425",56,"syllables",17
"within","moke","thite",4,"","s0426",56,"3/3",1
"within","dex","wug",2,"","s0426",56,"3/3",2
"cross","pif","moke",3,"","s0426",56,"3/3",3
"cross","wug","jiv",1,"","s0426",56,"3/3",4
"cross","dex","thite",2,"","s0426",56,"3/3",5
"within","jiv","moke",4,"","s0426",56,"3/3",6
"cross","pif","thite",2,"","s0426",56,"3/3",7
"cross","wug","moke",4,"","s0426",56,"3/3",8
"cross","dex","jiv",3,"","s0426",56,"3/3",9
"cross","wug","thite",4,"","s0426",56,"3/3",10
"cross","pif","jiv",4,"","s0426",56,"3/3",11
"cross","dex","moke",2,"","s0426",56,"3/3",12
"within","wug","pif",3,"","s0426",56,"3/3",13
"within","jiv","thite",2,"","s0426",56,"3/3",14
"within","dex","pif",4,"","s0426",56,"3/3",15
"within","moke","dex",2,"","s0427",392,"0/3",1
"within","thite","pif",3,"","s0427",392,"0/3",2
"cross","wug","moke",4,"","s0427",392,"0/3",3
"cross","pif","jiv",3,"","s0427",392,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s0427",392,"0/3",5
"cross","thite","dex",4,"","s0427",392,"0/3",6
"within","jiv","moke",3,"","s0427",392,"0/3",7
"cross","wug","dex",4,"","s0427",392,"0/3",8
"cross","pif","moke",5,"","s0427",392,"0/3",9
"cross","thite","jiv",2,"","s0427",392,"0/3",10
"cross","pif","dex",4,"","s0427",392,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s0427",392,"0/3",12
"cross","wug","jiv",3,"","s0427",392,"0/3",13
"cross","thite","moke",4,"","s0427",392,"0/3",14
"within","pif","wug",4,"","s0427",392,"0/3",15
"within","jiv","dex",2,"","s0427",392,"0/3",16
"within","thite","wug",3,"","s0427",392,"0/3",17
"within","dex","pif",4,"","s0428",56,"onset",1
"within","jiv","wug",5,"","s0428",56,"onset",2
"cross","moke","dex",2,"","s0428",56,"onset",3
"cross","wug","thite",3,"","s0428",56,"onset",4
"catch",NA,NA,3,"How much is five minus two?","s0428",56,"onset",5
"cross","jiv","pif",4,"","s0428",56,"onset",6
"within","thite","dex",4,"","s0428",56,"onset",7
"cross","moke","pif",2,"","s0428",56,"onset",8
"cross","wug","dex",2,"","s0428",56,"onset",9
"cross","jiv","thite",3,"","s0428",56,"onset",10
"cross","wug","pif",3,"","s0428",56,"onset",11
"catch",NA,NA,1,"How much is one plus zero?","s0428",56,"onset",12
"cross","moke","thite",3,"","s0428",56,"onset",13
"cross","jiv","dex",4,"","s0428",56,"onset",14
"within","wug","moke",4,"","s0428",56,"onset",15
"within","thite","pif",3,"","s0428",56,"onset",16
"within","jiv","moke",2,"","s0428",56,"onset",17
"within","moke","dex",4,"","s0429",56,"nonce.connective",1
"within","thite","jeev",3,"","s0429",56,"nonce.connective",2
"cross","pif","moke",4,"","s0429",56,"nonce.connective",3
"cross","jeev","wug",2,"","s0429",56,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s0429",56,"nonce.connective",5
"cross","thite","dex",4,"","s0429",56,"nonce.connective",6
"within","wug","moke",5,"","s0429",56,"nonce.connective",7
"cross","pif","dex",3,"","s0429",56,"nonce.connective",8
"cross","jeev","moke",2,"","s0429",56,"nonce.connective",9
"cross","thite","wug",4,"","s0429",56,"nonce.connective",10
"cross","jeev","dex",5,"","s0429",56,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s0429",56,"nonce.connective",12
"cross","pif","wug",3,"","s0429",56,"nonce.connective",13
"cross","thite","moke",4,"","s0429",56,"nonce.connective",14
"within","jeev","pif",2,"","s0429",56,"nonce.connective",15
"within","wug","dex",4,"","s0429",56,"nonce.connective",16
"within","thite","pif",3,"","s0429",56,"nonce.connective",17
"within","wug","thite",2,"","s0430",56,"1/3",1
"within","jiv","pif",5,"","s0430",56,"1/3",2
"cross","dex","wug",3,"","s0430",56,"1/3",3
