"animal","vehicle","animalFirst","cluster","response","match","subj","exposures","coherence","word"
"rabbit","bicycle",1,"t2","rabbit",0,"s0521",56,"rime","jeev"
"mouse","motorcycle",1,"t2","mouse",0,"s0522",392,"nonce.connective","wug"
"sheep","boat",0,"t2","sheep",0,"s0522",392,"nonce.connective","jeev"
"horse","train",1,"t1","train",0,"s0522",392,"nonce.connective","moke"
"rabbit","bicycle",1,"t1","bicycle",0,"s0522",392,"nonce.connective","dex"
"bear","plane",0,"t1","plane",0,"s0522",392,"nonce.connective","pif"
"goldfish","van",0,"t2","goldfish",0,"s0522",392,"nonce.connective","thite"
"rabbit","boat",1,"t2","boat",1,"s0523",392,"syllables","pif"
"mouse","van",0,"t2","van",1,"s0523",392,"syllables","moke"
"sheep","plane",1,"t1","sheep",1,"s0523",392,"syllables","wug"
"horse","bicycle",0,"t2","horse",0,"s0523",392,"syllables","thite"
"bear","train",1,"t1","bear",1,"s0523",392,"syllables","dex"
"goldfish","motorcycle",0,"t1","motorcycle",0,"s0523",392,"syllables","jeev"
"goldfish","boat",0,"t2","goldfish",0,"s0524",392,"semantic.baseline","moke"
"mouse","bicycle",1,"t1","mouse",1,"s0524",392,"semantic.baseline","pif"
"bear","van",0,"t1","van",0,"s0524",392,"semantic.baseline","thite"
"rabbit","train",1,"t2","train",1,"s0524",392,"semantic.baseline","dex"
"horse","plane",1,"t2","plane",1,"s0524",392,"semantic.baseline","jiv"
"sheep","motorcycle",0,"t1","sheep",1,"s0524",392,"semantic.baseline","wug"
"mouse","boat",0,"t2","boat",1,"s0525",196,"3/3","dex"
"rabbit","train",0,"t2","train",1,"s0525",196,"3/3","moke"
"horse","bicycle",0,"t1","bicycle",0,"s0525",196,"3/3","pif"
"bear","motorcycle",1,"t1","bear",1,"s0525",196,"3/3","wug"
"sheep","plane",1,"t2","sheep",0,"s0525",196,"3/3","jiv"
"goldfish","van",1,"t1","van",0,"s0525",196,"3/3","thite"
"mouse","motorcycle",0,"t2","motorcycle",1,"s0526",392,"syllables","pif"
"rabbit","train",0,"t2","rabbit",0,"s0526",392,"syllables","wug"
"goldfish","plane",0,"t1","goldfish",1,"s0526",392,"syllables","thite"
"sheep","boat",1,"t1","boat",0,"s0526",392,"syllables","dex"
"horse","bicycle",1,"t2","bicycle",1,"s0526",392,"syllables","moke"
"bear","van",1,"t1","bear",1,"s0526",392,"syllables","jeev"
"goldfish","bicycle",1,"t1","goldfish",1,"s0527",196,"2/3","pif"
"rabbit","plane",0,"t1","plane",0,"s0527",196,"2/3","thite"
"mouse","motorcycle",0,"t2","mouse",0,"s0527",196,"2/3","wug"
"horse","van",1,"t1","horse",1,"s0527",196,"2/3","moke"
"bear","boat",1,"t2","bear",0,"s0527",196,"2/3","jiv"
"sheep","train",0,"t2","train",1,"s0527",196,"2/3","dex"
"goldfish","motorcycle",0,"t1","goldfish",1,"s0528",126,"rime","wug"
"mouse","bicycle",0,"t2","bicycle",1,"s0528",126,"rime","thite"
"sheep","van",1,"t2","van",1,"s0528",126,"rime","pif"
"horse","train",0,"t1","horse",1,"s0528",126,"rime","moke"
"rabbit","boat",1,"t1","rabbit",1,"s0528",126,"rime","dex"
"bear","plane",1,"t2","plane",1,"s0528",126,"rime","jeev"
"horse","boat",0,"t2","boat",1,"s0529",196,"onset","dex"
"mouse","plane",0,"t1","plane",0,"s0529",196,"onset","thite"
"rabbit","bicycle",1,"t1","bicycle",0,"s0529",196,"onset","moke"
"goldfish","motorcycle",1,"t1","goldfish",1,"s0529",196,"onset","pif"
"bear","van",0,"t2","bear",0,"s0529",196,"onset","jiv"
"sheep","train",1,"t2","sheep",0,"s0529",196,"onset","wug"
"bear","motorcycle",1,"t1","bear",1,"s0530",196,"nonce.connective","moke"
"goldfish","van",0,"t2","goldfish",0,"s0530",196,"nonce.connective","thite"
"horse","bicycle",1,"t2","horse",0,"s0530",196,"nonce.connective","dex"
"sheep","plane",0,"t2","plane",1,"s0530",196,"nonce.connective","jeev"
"rabbit","boat",1,"t1","rabbit",1,"s0530",196,"nonce.connective","wug"
"mouse","train",0,"t1","mouse",1,"s0530",196,"nonce.connective","pif"
"horse","plane",0,"t1","plane",0,"s0531",196,"1/3","wug"
"rabbit","boat",0,"t1","rabbit",1,"s0531",196,"1/3","pif"
"bear","bicycle",1,"t2","bear",0,"s0531",196,"1/3","moke"
"sheep","motorcycle",1,"t1","sheep",1,"s0531",196,"1/3","thite"
"mouse","train",1,"t2","mouse",0,"s0531",196,"1/3","dex"
"goldfish","van",0,"t2","van",1,"s0531",196,"1/3","jiv"
"mouse","van",1,"t2","mouse",0,"s0532",392,"onset","jiv"
"bear","train",0,"t2","train",1,"s0532",392,"onset","pif"
"rabbit","motorcycle",1,"t1","rabbit",1,"s0532",392,"onset","moke"
"sheep","plane",0,"t2","plane",1,"s0532",392,"onset","thite"
"horse","boat",0,"t1","horse",1,"s0532",392,"onset","dex"
"goldfish","bicycle",1,"t1","goldfish",1,"s0532",392,"onset","wug"
"bear","motorcycle",0,"t2","motorcycle",1,"s0533",196,"3/3","thite"
"horse","bicycle",1,"t1","horse",1,"s0533",196,"3/3","jeev"
"rabbit","van",1,"t1","rabbit",1,"s0533",196,"3/3","wug"
"goldfish","plane",1,"t2","goldfish",0,"s0533",196,"3/3","pif"
"sheep","boat",0,"t2","boat",1,"s0533",196,"3/3","moke"
"mouse","train",0,"t1","train",0,"s0533",196,"3/3","dex"
"mouse","plane",0,"t2","plane",1,"s0534",126,"0/3","jiv"
"sheep","bicycle",1,"t1","bicycle",0,"s0534",126,"0/3","moke"
"horse","boat",0,"t2","horse",0,"s0534",126,"0/3","pif"
"goldfish","train",0,"t2","goldfish",0,"s0534",126,"0/3","wug"
"bear","motorcycle",1,"t1","bear",1,"s0534",126,"0/3","thite"
"rabbit","van",1,"t1","rabbit",1,"s0534",126,"0/3","dex"
"horse","van",0,"t1","horse",1,"s0535",392,"2/3","dex"
"bear","motorcycle",0,"t1","motorcycle",0,"s0535",392,"2/3","jiv"
"rabbit","plane",1,"t1","rabbit",1,"s0535",392,"2/3","moke"
"sheep","boat",1,"t2","sheep",0,"s0535",392,"2/3","wug"
"goldfish","bicycle",1,"t2","bicycle",1,"s0535",392,"2/3","thite"
"mouse","train",0,"t2","mouse",0,"s0535",392,"2/3","pif"
"mouse","train",1,"t2","train",1,"s0536",56,"semantic.baseline","pif"
"horse","van",1,"t2","van",1,"s0536",56,"semantic.baseline","jiv"
"sheep","motorcycle",0,"t1","motorcycle",0,"s0536",56,"semantic.baseline","moke"
"rabbit","plane",0,"t1","plane",0,"s0536",56,"semantic.baseline","dex"
"goldfish","boat",0,"t1","boat",0,"s0536",56,"semantic.baseline","wug"
"bear","bicycle",1,"t2","bicycle",1,"s0536",56,"semantic.baseline","thite"
"bear","train",1,"t2","bear",0,"s0537",126,"2/3","wug"
"sheep","van",1,"t1","van",0,"s0537",126,"2/3","thite"
"goldfish","plane",0,"t1","goldfish",1,"s0537",126,"2/3","moke"
"mouse","boat",1,"t2","boat",1,"s0537",126,"2/3","dex"
"rabbit","bicycle",0,"t2","bicycle",1,"s0537",126,"2/3","pif"
"horse","motorcycle",0,"t1","motorcycle",0,"s0537",126,"2/3","jiv"
"bear","boat",1,"t1","bear",1,"s0538",196,"1/3","jiv"
"rabbit","bicycle",1,"t1","rabbit",1,"s0538",196,"1/3","moke"
"horse","motorcycle",0,"t1","motorcycle",0,"s0538",196,"1/3","thite"
"mouse","van",0,"t2","van",1,"s0538",196,"1/3","wug"
"sheep","train",1,"t2","sheep",0,"s0538",196,"1/3","pif"
"goldfish","plane",0,"t2","goldfish",0,"s0538",196,"1/3","dex"
"mouse","motorcycle",0,"t1","mouse",1,"s0539",392,"1/3","wug"
"horse","boat",0,"t1","boat",0,"s0539",392,"1/3","pif"
"bear","van",1,"t2","van",1,"s0539",392,"1/3","thite"
"rabbit","train",1,"t2","rabbit",0,"s0539",392,"1/3","jiv"
"sheep","plane",1,"t1","sheep",1,"s0539",392,"1/3","moke"
"goldfish","bicycle",0,"t2","bicycle",1,"s0539",392,"1/3","dex"
"bear","bicycle",0,"t2","bicycle",1,"s0540",196,"3/3","moke"
"sheep","plane",1,"t1","sheep",1,"s0540",196,"3/3","wug"
"mouse","van",0,"t1","mouse",1,"s0540",196,"3/3","dex"
"rabbit","boat",1,"t2","boat",1,"s0540",196,"3/3","pif"
"goldfish","train",0,"t1","train",0,"s0540",196,"3/3","jiv"
"horse","motorcycle",1,"t2","horse",0,"s0540",196,"3/3","thite"
"bear","train",0,"t2","train",1,"s0541",126,"semantic.baseline","moke"
"mouse","van",1,"t1","mouse",1,"s0541",126,"semantic.baseline","jiv"
"horse","motorcycle",0,"t1","motorcycle",0,"s0541",126,"semantic.baseline","wug"
"sheep","bicycle",1,"t1","bicycle",0,"s0541",126,"semantic.baseline","dex"
"rabbit","boat",0,"t2","rabbit",0,"s0541",126,"semantic.baseline","pif"
"goldfish","plane",1,"t2","goldfish",0,"s0541",126,"semantic.baseline","thite"
"rabbit","motorcycle",0,"t1","rabbit",1,"s0542",392,"2/3","pif"
"horse","bicycle",1,"t2","horse",0,"s0542",392,"2/3","moke"
"bear","boat",1,"t1","bear",1,"s0542",392,"2/3","dex"
"goldfish","plane",0,"t2","goldfish",0,"s0542",392,"2/3","jiv"
"mouse","van",0,"t1","van",0,"s0542",392,"2/3","thite"
"sheep","train",1,"t2","sheep",0,"s0542",392,"2/3","wug"
"goldfish","train",1,"t2","goldfish",0,"s0543",392,"rime","wug"
"mouse","motorcycle",0,"t1","mouse",1,"s0543",392,"rime","dex"
"horse","boat",0,"t2","boat",1,"s0543",392,"rime","pif"
"sheep","van",1,"t1","sheep",1,"s0543",392,"rime","moke"
"rabbit","plane",1,"t1","rabbit",1,"s0543",392,"rime","jeev"
"bear","bicycle",0,"t2","bicycle",1,"s0543",392,"rime","thite"
"bear","train",1,"t1","train",0,"s0544",392,"1/3","moke"
"horse","bicycle",0,"t1","bicycle",0,"s0544",392,"1/3","pif"
"goldfish","van",1,"t2","van",1,"s0544",392,"1/3","wug"
"rabbit","motorcycle",1,"t2","rabbit",0,"s0544",392,"1/3","thite"
"sheep","plane",0,"t2","sheep",0,"s0544",392,"1/3","dex"
"mouse","boat",0,"t1","boat",0,"s0544",392,"1/3","jiv"
"rabbit","van",1,"t1","rabbit",1,"s0545",392,"semantic.baseline","wug"
"mouse","boat",1,"t1","boat",0,"s0545",392,"semantic.baseline","dex"
"horse","train",0,"t2","horse",0,"s0545",392,"semantic.baseline","jiv"
"sheep","motorcycle",1,"t2","motorcycle",1,"s0545",392,"semantic.baseline","thite"
"bear","bicycle",0,"t1","bicycle",0,"s0545",392,"semantic.baseline","pif"
"goldfish","plane",0,"t2","goldfish",0,"s0545",392,"semantic.baseline","moke"
"mouse","boat",1,"t1","mouse",1,"s0546",392,"0/3","wug"
"horse","bicycle",0,"t1","horse",1,"s0546",392,"0/3","pif"
"sheep","train",1,"t2","train",1,"s0546",392,"0/3","moke"
"rabbit","plane",1,"t2","plane",1,"s0546",392,"0/3","dex"
"goldfish","van",0,"t2","van",1,"s0546",392,"0/3","jiv"
"bear","motorcycle",0,"t1","bear",1,"s0546",392,"0/3","thite"
"rabbit","plane",1,"t1","rabbit",1,"s0547",56,"semantic.baseline","thite"
"goldfish","boat",0,"t2","goldfish",0,"s0547",56,"semantic.baseline","moke"
"sheep","van",1,"t2","sheep",0,"s0547",56,"semantic.baseline","wug"
"horse","bicycle",1,"t1","bicycle",0,"s0547",56,"semantic.baseline","dex"
"mouse","train",0,"t1","train",0,"s0547",56,"semantic.baseline","jiv"
"bear","motorcycle",0,"t2","motorcycle",1,"s0547",56,"semantic.baseline","pif"
"horse","motorcycle",0,"t2","motorcycle",1,"s0548",196,"3/3","jeev"
"rabbit","plane",1,"t1","rabbit",1,"s0548",196,"3/3","wug"
"goldfish","bicycle",1,"t2","bicycle",1,"s0548",196,"3/3","moke"
"bear","boat",0,"t1","bear",1,"s0548",196,"3/3","pif"
"mouse","van",1,"t1","mouse",1,"s0548",196,"3/3","dex"
"sheep","train",0,"t2","train",1,"s0548",196,"3/3","thite"
"bear","motorcycle",0,"t2","motorcycle",1,"s0549",392,"1/3","moke"
"horse","train",1,"t1","horse",1,"s0549",392,"1/3","dex"
"mouse","van",1,"t2","van",1,"s0549",392,"1/3","wug"
"sheep","bicycle",0,"t2","sheep",0,"s0549",392,"1/3","jiv"
"rabbit","plane",0,"t1","plane",0,"s0549",392,"1/3","pif"
"goldfish","boat",1,"t1","goldfish",1,"s0549",392,"1/3","thite"
"sheep","train",0,"t2","sheep",0,"s0550",56,"syllables","wug"
"horse","bicycle",0,"t1","bicycle",0,"s0550",56,"syllables","thite"
"bear","van",0,"t1","van",0,"s0550",56,"syllables","moke"
"mouse","motorcycle",1,"t1","motorcycle",0,"s0550",56,"syllables","dex"
"rabbit","boat",1,"t2","boat",1,"s0550",56,"syllables","pif"
"goldfish","plane",1,"t2","plane",1,"s0550",56,"syllables","jeev"
"horse","motorcycle",0,"t2","motorcycle",1,"s0551",56,"onset","moke"
"goldfish","van",1,"t1","van",0,"s0551",56,"onset","jiv"
"bear","boat",1,"t1","boat",0,"s0551",56,"onset","pif"
"rabbit","bicycle",1,"t1","bicycle",0,"s0551",56,"onset","dex"
"sheep","plane",0,"t2","plane",1,"s0551",56,"onset","wug"
"mouse","train",0,"t2","train",1,"s0551",56,"onset","thite"
"rabbit","plane",0,"t2","plane",1,"s0552",56,"rime","jeev"
"mouse","van",0,"t2","mouse",0,"s0552",56,"rime","moke"
"horse","train",1,"t2","train",1,"s0552",56,"rime","wug"
"sheep","boat",1,"t1","boat",0,"s0552",56,"rime","pif"
"goldfish","motorcycle",0,"t1","motorcycle",0,"s0552",56,"rime","dex"
"bear","bicycle",1,"t1","bicycle",0,"s0552",56,"rime","thite"
"sheep","train",0,"t2","sheep",0,"s0553",196,"rime","dex"
"goldfish","boat",1,"t1","boat",0,"s0553",196,"rime","thite"
"bear","motorcycle",0,"t1","bear",1,"s0553",196,"rime","jeev"
"mouse","plane",1,"t2","mouse",0,"s0553",196,"rime","moke"
"horse","van",0,"t2","van",1,"s0553",196,"rime","wug"
"rabbit","bicycle",1,"t1","rabbit",1,"s0553",196,"rime","pif"
"bear","boat",1,"t2","bear",0,"s0554",56,"1/3","dex"
"sheep","motorcycle",1,"t1","sheep",1,"s0554",56,"1/3","pif"
"goldfish","train",0,"t2","train",1,"s0554",56,"1/3","thite"
"horse","van",0,"t1","horse",1,"s0554",56,"1/3","jiv"
"mouse","plane",0,"t2","mouse",0,"s0554",56,"1/3","wug"
"rabbit","bicycle",1,"t1","bicycle",0,"s0554",56,"1/3","moke"
"goldfish","boat",0,"t2","boat",1,"s0555",196,"syllables","dex"
"horse","van",1,"t2","van",1,"s0555",196,"syllables","pif"
"mouse","bicycle",0,"t1","bicycle",0,"s0555",196,"syllables","moke"
"sheep","train",1,"t1","train",0,"s0555",196,"syllables","wug"
"bear","motorcycle",1,"t2","motorcycle",1,"s0555",196,"syllables","thite"
"rabbit","plane",0,"t1","plane",0,"s0555",196,"syllables","jeev"
"sheep","motorcycle",0,"t2",NA,NA,"s0556",196,"1/3","jiv"
"horse","van",0,"t1",NA,NA,"s0556",196,"1/3","pif"
"goldfish","train",0,"t1",NA,NA,"s0556",196,"1/3","moke"
"mouse","bicycle",1,"t1",NA,NA,"s0556",196,"1/3","dex"
"rabbit","plane",1,"t2",NA,NA,"s0556",196,"1/3","wug"
"bear","boat",1,"t2",NA,NA,"s0556",196,"1/3","thite"
"rabbit","plane",1,"t2","rabbit",0,"s0557",56,"3/3","thite"
"goldfish","boat",1,"t1","goldfish",1,"s0557",56,"3/3","pif"
"mouse","van",0,"t2","van",1,"s0557",56,"3/3","wug"
"sheep","train",1,"t2","train",1,"s0557",56,"3/3","dex"
"bear","motorcycle",0,"t1","bear",1,"s0557",56,"3/3","moke"
"horse","bicycle",0,"t1","horse",1,"s0557",56,"3/3","jeev"
"rabbit","train",1,"t2","rabbit",0,"s0558",56,"semantic.baseline","jiv"
"bear","plane",1,"t2","plane",1,"s0558",56,"semantic.baseline","wug"
"mouse","boat",0,"t1","boat",0,"s0558",56,"semantic.baseline","thite"
"sheep","van",0,"t1","van",0,"s0558",56,"semantic.baseline","dex"
"horse","motorcycle",1,"t2","horse",0,"s0558",56,"semantic.baseline","pif"
"goldfish","bicycle",0,"t1","bicycle",0,"s0558",56,"semantic.baseline","moke"
"goldfish","motorcycle",0,"t2","motorcycle",1,"s0559",392,"nonce.connective","moke"
"mouse","van",0,"t1","van",0,"s0559",392,"nonce.connective","wug"
"rabbit","train",1,"t1","train",0,"s0559",392,"nonce.connective","thite"
"bear","boat",1,"t2","boat",1,"s0559",392,"nonce.connective","jeev"
"horse","plane",1,"t1","plane",0,"s0559",392,"nonce.connective","dex"
"sheep","bicycle",0,"t2","bicycle",1,"s0559",392,"nonce.connective","pif"
"horse","motorcycle",0,"t1","horse",1,"s0560",126,"rime","jeev"
"rabbit","bicycle",1,"t2","bicycle",1,"s0560",126,"rime","wug"
"mouse","plane",0,"t1","mouse",1,"s0560",126,"rime","pif"
"bear","train",1,"t2","train",1,"s0560",126,"rime","dex"
"goldfish","van",1,"t2","van",1,"s0560",126,"rime","moke"
"sheep","boat",0,"t1","sheep",1,"s0560",126,"rime","thite"
"bear","van",1,"t1","van",0,"s0561",56,"3/3","pif"
"rabbit","train",0,"t2","train",1,"s0561",56,"3/3","thite"
"goldfish","plane",0,"t2","plane",1,"s0561",56,"3/3","wug"
"horse","boat",1,"t1","horse",1,"s0561",56,"3/3","dex"
"sheep","bicycle",1,"t1","sheep",1,"s0561",56,"3/3","jeev"
"mouse","motorcycle",0,"t2","mouse",0,"s0561",56,"3/3","moke"
"mouse","van",1,"t1","mouse",1,"s0562",196,"nonce.connective","dex"
"goldfish","motorcycle",0,"t2","motorcycle",1,"s0562",196,"nonce.connective","thite"
"bear","plane",1,"t1","bear",1,"s0562",196,"nonce.connective","jeev"
"sheep","bicycle",0,"t2","bicycle",1,"s0562",196,"nonce.connective","wug"
"rabbit","boat",1,"t1","rabbit",1,"s0562",196,"nonce.connective","pif"
"horse","train",0,"t2","train",1,"s0562",196,"nonce.connective","moke"
"goldfish","train",0,"t2","train",1,"s0563",126,"1/3","wug"
"horse","motorcycle",1,"t1","motorcycle",0,"s0563",126,"1/3","jiv"
"bear","van",0,"t2","van",1,"s0563",126,"1/3","pif"
"sheep","boat",0,"t1","boat",0,"s0563",126,"1/3","dex"
"rabbit","plane",1,"t2","plane",1,"s0563",126,"1/3","thite"
"mouse","bicycle",1,"t1","mouse",1,"s0563",126,"1/3","moke"
"goldfish","boat",0,"t2","boat",1,"s0564",56,"3/3","moke"
"sheep","van",1,"t2","van",1,"s0564",56,"3/3","pif"
"rabbit","motorcycle",1,"t1","rabbit",1,"s0564",56,"3/3","jeev"
"mouse","bicycle",0,"t2","mouse",0,"s0564",56,"3/3","wug"
"bear","plane",1,"t1","bear",1,"s0564",56,"3/3","dex"
"horse","train",0,"t1","train",0,"s0564",56,"3/3","thite"
"sheep","bicycle",0,"t2","bicycle",1,"s0565",126,"nonce.connective","moke"
"horse","motorcycle",1,"t1","horse",1,"s0565",126,"nonce.connective","pif"
"goldfish","boat",0,"t2","goldfish",0,"s0565",126,"nonce.connective","jeev"
"rabbit","plane",1,"t1","plane",0,"s0565",126,"nonce.connective","thite"
"mouse","van",1,"t1","mouse",1,"s0565",126,"nonce.connective","dex"
"bear","train",0,"t2","train",1,"s0565",126,"nonce.connective","wug"
"bear","boat",1,"t2","boat",1,"s0566",126,"semantic.baseline","moke"
"mouse","train",1,"t1","mouse",1,"s0566",126,"semantic.baseline","jiv"
"goldfish","motorcycle",0,"t1","motorcycle",0,"s0566",126,"semantic.baseline","wug"
"sheep","bicycle",0,"t1","bicycle",0,"s0566",126,"semantic.baseline","thite"
"rabbit","van",1,"t2","rabbit",0,"s0566",126,"semantic.baseline","pif"
"horse","plane",0,"t2","plane",1,"s0566",126,"semantic.baseline","dex"
"goldfish","plane",0,"t1","goldfish",1,"s0567",196,"0/3","pif"
"mouse","train",1,"t2","train",1,"s0567",196,"0/3","wug"
"horse","motorcycle",1,"t2","horse",0,"s0567",196,"0/3","moke"
"bear","bicycle",1,"t1","bear",1,"s0567",196,"0/3","dex"
"sheep","boat",0,"t2","boat",1,"s0567",196,"0/3","thite"
"rabbit","van",0,"t1","rabbit",1,"s0567",196,"0/3","jiv"
"goldfish","bicycle",1,"t1","goldfish",1,"s0568",196,"3/3","dex"
"sheep","boat",0,"t2","boat",1,"s0568",196,"3/3","wug"
"rabbit","plane",1,"t1","rabbit",1,"s0568",196,"3/3","jeev"
"horse","train",0,"t1","horse",1,"s0568",196,"3/3","thite"
"mouse","van",0,"t2","van",1,"s0568",196,"3/3","pif"
"bear","motorcycle",1,"t2","motorcycle",1,"s0568",196,"3/3","moke"
"bear","boat",1,"t1","boat",0,"s0569",56,"rime","dex"
"rabbit","train",1,"t1","rabbit",1,"s0569",56,"rime","pif"
"sheep","van",0,"t1","van",0,"s0569",56,"rime","thite"
"mouse","bicycle",0,"t2","mouse",0,"s0569",56,"rime","moke"
"goldfish","motorcycle",0,"t2","goldfish",0,"s0569",56,"rime","jeev"
"horse","plane",1,"t2","plane",1,"s0569",56,"rime","wug"
"rabbit","bicycle",0,"t2","bicycle",1,"s0570",126,"1/3","thite"
"bear","boat",0,"t2","bear",0,"s0570",126,"1/3","wug"
"sheep","motorcycle",1,"t1","motorcycle",0,"s0570",126,"1/3","moke"
"horse","train",1,"t2","horse",0,"s0570",126,"1/3","dex"
"mouse","plane",0,"t1","mouse",1,"s0570",126,"1/3","pif"
"goldfish","van",1,"t1","goldfish",1,"s0570",126,"1/3","jiv"
"horse","van",0,"t2","van",1,"s0571",126,"syllables","thite"
"bear","bicycle",1,"t2","bear",0,"s0571",126,"syllables","dex"
"sheep","train",0,"t1","train",0,"s0571",126,"syllables","wug"
"mouse","motorcycle",1,"t1","mouse",1,"s0571",126,"syllables","jeev"
"goldfish","plane",0,"t2","goldfish",0,"s0571",126,"syllables","moke"
"rabbit","boat",1,"t1","boat",0,"s0571",126,"syllables","pif"
"rabbit","plane",1,"t1","rabbit",1,"s0572",56,"0/3","jeev"
"goldfish","van",1,"t2","goldfish",0,"s0572",56,"0/3","wug"
"sheep","motorcycle",1,"t1","sheep",1,"s0572",56,"0/3","pif"
"horse","bicycle",0,"t1","horse",1,"s0572",56,"0/3","moke"
"mouse","train",0,"t2","train",1,"s0572",56,"0/3","dex"
"bear","boat",0,"t2","boat",1,"s0572",56,"0/3","thite"
"bear","van",0,"t1","van",0,"s0573",196,"syllables","jeev"
"rabbit","boat",1,"t2","boat",1,"s0573",196,"syllables","wug"
"mouse","bicycle",1,"t2","mouse",0,"s0573",196,"syllables","dex"
"horse","motorcycle",0,"t1","horse",1,"s0573",196,"syllables","pif"
"sheep","plane",0,"t2","plane",1,"s0573",196,"syllables","thite"
"goldfish","train",1,"t1","goldfish",1,"s0573",196,"syllables","moke"
"bear","train",1,"t1","train",0,"s0574",56,"semantic.baseline","wug"
"goldfish","motorcycle",0,"t2","motorcycle",1,"s0574",56,"semantic.baseline","pif"
"sheep","bicycle",1,"t1","bicycle",0,"s0574",56,"semantic.baseline","thite"
"horse","plane",0,"t2","plane",1,"s0574",56,"semantic.baseline","moke"
"rabbit","boat",0,"t2","boat",1,"s0574",56,"semantic.baseline","dex"
"mouse","van",1,"t1","van",0,"s0574",56,"semantic.baseline","jiv"
"bear","motorcycle",0,"t1","motorcycle",0,"s0575",196,"0/3","jeev"
"rabbit","bicycle",1,"t1","rabbit",1,"s0575",196,"0/3","wug"
"sheep","train",1,"t2","sheep",0,"s0575",196,"0/3","pif"
"mouse","plane",0,"t2","plane",1,"s0575",196,"0/3","dex"
"horse","boat",1,"t2","boat",1,"s0575",196,"0/3","moke"
"goldfish","van",0,"t1","goldfish",1,"s0575",196,"0/3","thite"
"bear","boat",0,"t2","boat",1,"s0576",56,"onset","pif"
"rabbit","motorcycle",0,"t2","rabbit",0,"s0576",56,"onset","moke"
"mouse","plane",1,"t2","mouse",0,"s0576",56,"onset","jiv"
"sheep","van",0,"t1","van",0,"s0576",56,"onset","thite"
"goldfish","bicycle",1,"t1","bicycle",0,"s0576",56,"onset","dex"
"horse","train",1,"t1","horse",1,"s0576",56,"onset","wug"
"horse","boat",1,"t1","horse",1,"s0577",126,"0/3","wug"
"sheep","van",1,"t2","van",1,"s0577",126,"0/3","moke"
"bear","plane",0,"t1","plane",0,"s0577",126,"0/3","pif"
"mouse","motorcycle",1,"t2","mouse",0,"s0577",126,"0/3","dex"
"goldfish","train",0,"t2","train",1,"s0577",126,"0/3","thite"
"rabbit","bicycle",0,"t1","rabbit",1,"s0577",126,"0/3","jiv"
